date,source,title,text
2012-03-08,Taiwan Economic News,"Bailout Loans Applied by Taiwan's DRAM, LCD Makers Hit Record High","Taipei, March 8, 2012 (CENS)-- ProMOS Technologies Inc ., PowerChipSemiconductorCorp. (PSC), Chimei Innolux Corp., and Rexchip Electronics Corp. have applied for NT$341.3 billion (US$11.3 billion at US$1:NT$30) of bailout loans, the record-high relief loans"
2012-03-09,United States International Trade Commission Documents,CertainSemiconductorChips and Products Containing Same; Request for Statements On the Public Interest,Regulatory Documents SUMMARY: Notice is hereby given that the presiding administrative law judge has issued a Final Initial Determination and Recommended Determination on Remedy and Bonding in the above-captioned investigation. The
2012-03-12,Dow Jones Business News,Cypress Agrees To Drop Ericsson From Patent Suit Against GSI,CypressSemiconductorCorp. (CY) said Monday it has filed a motion to release telecommunications equipment maker Ericsson (ERIC) from its patent-infringement complaint against GSI Technology Inc. (GSIT).
2012-03-12,Dow Jones International News,FreescaleSemiconductorRaised To Outperform From Sector Perform By RBC,Freescale Semiconductor Raised To Outperform From Sector Perform By RBC
2012-03-12,Reuters News,Philippines' 2012 electronics exports seen up 10-15 pct,"Present industry guidance is semiconductors are expected to grow 10 to 15 percent for this year,"" Ernie Santiago, president of theSemiconductorand Electronics Industries in the Philippines Inc (SEIPI), told Reuters after the government reported overall exports"
2012-03-15,M2 Presswire,"YZC, ACH, IDSA, WXS, ASX, AMRI Are Seasonally Ripe To Go Up In the Next Five Weeks","CORP OF CHINA -ADR (NYSE:ACH), Industrial Services of America Inc (NASDAQ:IDSA), WRIGHT EXPRESS CORP (NYSE:WXS), ADVANCEDSEMICONDUCTORE-ADR (NYSE:ASX), ALBANY MOLECULAR RESEARCH (NASDAQ:AMRI) and each have a high seasonal probability to go Up in the next"
2012-03-19,Dow Jones International News,FairchildSemiconductorStarted At Buy By Longbow Research,Fairchild Semiconductor Started At Buy By Longbow Research
2012-03-19,Dow Jones Global Equities News,Japan Feb Chip Equipment Orders Down 5.7%; BB Ratio 0.98 -SEAJ,"TOKYO (Dow Jones)--Global orders for Japanese semiconductor manufacturing equipment fell 5.7% in February from a year earlier to Y99.80 billion, according to preliminary data released by an industry association Monday."
2012-03-20,ETMAG.com,Low Temperature Polysilicon and IGZO Production Forecast to Skyrocket 150% in 2012,"oxide), critical to production of the high resolution displays used by these devices. These TFT technologies employ high mobility semiconductor materials, which allow panel manufacturers to shrink TFT dimensions and increase light transmission. LCDs with greater"
2012-03-20,Dow Jones Chinese Financial Wire,DJ MARKET TALK: Taiwan Shares Up 0.2%; 8000 Cap Tipped - Analyst,", but tech shares will maintain their upward momentum as the global sentiment is improving,"" he adds. Tech shares are mostly up, semiconductor maker TSMC (2330.TW) hit a record-high by rising 1.6% at NT$84.50 after the company said it might expand capex to"
2012-03-21,Japan Metal Bulletin,"Japan Cu Foil Makers to Cut Quarterly Scrap Buy Price by 2,000-3,000 yen/t","yen per tonne for April-June from January-March. The makers would reduce the purchase volume by around 20% due to slow demand for semiconductor . With the slow demand, the scrap supply could be loose."
2012-03-21,Jiji Press English News Service,Court Cuts Hitachi's Reward to Ex-Employee for Invention,"Tokyo, March 21 (Jiji Press)--Japan's Intellectual Property High Court on Wednesday ordered Hitachi Ltd. to pay some 2.9 million yen in compensation to a former employee for a semiconductor -related technology that he invented."
2012-03-21,Business Wire,Dow Launches Global R&D Center for Electronic Materials,"Hwaseong, Gyeonggi-do -- More than 300 researchers at full capacity and cutting-edge research facilities in display, semiconductor and related technology sectors -- Dow has invested more than USD$400 million in Korea for electronic materials in last decade"
2012-03-21,Dow Jones News Service,"IHS: Chip Stockpiles To Drop In 1Q, Following 4Q Record","After hitting an 11-year hit in the fourth quarter, stockpiles of semiconductors held by chip suppliers are expected to decline in the first quarter, providing some hope that semiconductor sales are picking up, industry researcher IHS Inc. (IHS) said."
2012-03-21,Wireless News,Cogo Reports Annual Revenues for 2011,"Cogo Group, Inc., a gateway company for global semiconductor companies to access the industrial and technology markets in China, reported record quarterly revenue of $169.5 million, up 49.3 percent year-over-year from $113.5 million reported a year earlier."
2012-03-21,Dow Jones International News,HynixSemiconductorRaised To Buy From Outperform By Daiwa,Hynix Semiconductor Raised To Buy From Outperform By Daiwa
2012-03-23,India Banking News,"Indie Research Advisors: NI Technology Updates Outlooks for Nvidia , TowerSemiconductor, Oracle , DragonWave, and EZChipSemiconductor","investment newsletter focused on semiconductor and technology stocks, has published updated outlooks for Nvidia (Nasdaq: NVDA), TowerSemiconductor(Nasdaq: TSEM), Oracle (Nasdaq: ORCL), DragonWave (Nasdaq: DRWI), and EZChipSemiconductor(Nasdaq: EZCH)."
2012-03-27,The Gazette (MCT),City Council OKs tax breaks for Atmel,"March 27--The Colorado Springs City Council on Tuesday approved a series of retroactive tax breaks for California-based semiconductor manufacturer Atmel Corp. that will cut its tax bill by $339,070 on $25 million in equipment and other capital spending it plans"
2012-03-28,Business Wire,GigOptix Announces Launch of Modified Dutch Auction Tender Offer to Purchase up to $2.0 Million of Its Common Stock,"GigOptix, Inc . (OTCQX:GGOX) ("" GigOptix""), a leading fabless supplier of semiconductor and optical components that enable high speed information streaming, announced today the launch of a modified ""Dutch auction"" tender offer to purchase shares of its common"
2012-03-28,Dow Jones International News,FreescaleSemiconductorStarted At Neutral By Goldman Sachs,Freescale Semiconductor Started At Neutral By Goldman Sachs
2012-03-29,Dow Jones International News,Japan Feb Indus Output -1.2% On Mo; Mkt Expected +1.3%,"TOKYO (Dow Jones)--Japanese industrial production fell 1.2% in February from the previous month, the Ministry of Economy, Trade and Industry said Friday, as output of automobiles and semiconductor production equipment declined."
2012-03-30,Fiber Optics Weekly Update,GigOptix announces launch of modified Dutch auction tender offer to purchase up to $2.0 million of its common stock.(BUSINESS),"GigOptix, Inc., a supplier of semiconductor and optical components that enable high speed information streaming, announced the launch of a modified ""Dutch auction"" tender offer to purchase shares of its common stock. In addition to other benefits to the GigOptix"
2012-03-30,Taiwan Economic News,"iSuppli:SemiconductorInventory Levels Hit 11-Year High in Q4, 2011","Taipei, March 30, 2012 (CENS)--According to IHS iSuppli, average semiconductor days of inventory (DOI) held by chip suppliers surprisingly climbed 3.4% worldwide from a quarter earlier to an average 84.1 days in the fourth quarter of last year, the highest"
2012-03-29,Dow Jones International News,News Highlights: Top Economic Stories Of The Day,"Japanese industrial production fell 1.2% in February from the previous month as output of automobiles and semiconductor production equipment slowed, data showed Friday, in a sign of continued fragility in the country's economic recovery. (published 0056 GMT"
2012-03-29,Dow Jones International News,News Highlights: Top Economic Stories Of The Day,"Japanese industrial production fell 1.2% in February from the previous month as output of automobiles and semiconductor production equipment slowed, data showed Friday, in a sign of continued fragility in the country's economic recovery. (published 0056 GMT"
2012-03-29,Jiji Press English News Service,(Update) Japan Feb. Industrial Output Down 1.2 Pct,"Automobile production took a breather though it stays at a high level, ministry officials said. They also noted the weakness of information equipment, including handsets, and semiconductor production gear."
2012-04-01,Xinhua Electronics News,China's IC industry likely to recover from Q2,"The market value of the global semiconductor industry witnessed year-on-year growth of 0.4% to 299.5 billion US dollars in 2011, of which China's IC industry accounted for 806.56 billion yuan, up 9.7% year on year, according to the latest data released by the"
2012-04-01,Issues in Science & Technology,The Tunnel at the End of the Light: The Future of the U.S.SemiconductorIndustry,"Today, as it was 25 years ago, U.S. leadership in the semiconductor industry appears to be in peril, with increasingly robust competition from companies in Europe and Asia that are often subsidized by national governments. Twenty-five years ago, the United"
2012-04-02,Dow Jones International News,VolterraSemiconductorCut To Average From Above Average By Caris & Co,Volterra Semiconductor Cut To Average From Above Average By Caris & Co
2012-04-03,PR Newswire (U.S.),"NI Technology Updates Outlooks for Research in Motion, Marvell Technology Group, Cree, GSI Technology, and Cavium","3, 2012 /PRNewswire/ -- Next Inning Technology Research ( http://www.nextinning.com.ezp.lib.rochester.edu), an online investment newsletter focused on semiconductor and technology stocks, has published updated outlooks for Research in Motion (Nasdaq: RIMM), Marvell Technology Group"
2012-04-04,Dow Jones Institutional News,*DJ IHS: Top 5 Most Counterfeited Parts Represent a $169B Potential Challenge For GlobalSemiconductorMakt,"(MORE TO FOLLOW) Dow Jones Newswires (212-416-2800) April 04, 2012 11:12 ET (15:12 GMT)"
2012-04-04,Dow Jones News Service,IHS: Top 5 Most Counterfeited Parts Represent a $169B Potential Challenge For GlobalSemiconductorMakt,IHS: Top 5 Most Counterfeited Parts Represent a $169B Potential Challenge For Global Semiconductor Makt
2012-04-05,Triangle Business Journal Online,Is Cree the next Apple? Seriously?,"firms such as Amazon (Nasdaq: AMZN) and Netapp (Nasdaq: NTAP). But there also are some lesser known players, including Durham-based semiconductor firm Cree Inc. – which is in a ‘middle Apple’ phase, according to J.P. Morgan Chase."
2012-04-06,Northern Colorado Business Report,CADEKA expands its operations to China,"Besides video signals, CADEKA designs semiconductor chips for medical devices such as glucose monitors as well as portable ultrasounds that could be used to diagnose injuries at Little League or soccer games in the future."
2012-04-06,ETMAG.com,"ASE, SPIL report slight decreases in 2011 revenues",IC packagers AdvancedSemiconductorEngineering (ASE) and Siliconware Precision Industries (SPIL) reported 2011 consolidated revenues that represented an on-year decrease of 1.8% and 3.8% respectively. The price increase of gold is one of the key reasons for
2012-04-09,Taiwan Economic News,Vanguard Int’lSemiconductor’s Capacity Utilization Rises,"Taipei, April 9, 2012 (CENS)--Vanguard InternationalSemiconductorCorp. (VIS), partly held by pure foundry player TaiwanSemiconductorManufacturing Co. (TSMC), has seen capacity utilization at its factories rise since March."
2012-04-09,Dow Jones International News,News Highlights: Top Equities Stories Of The Day,"TaiwanSemiconductorManufacturing Co. will spend more than NT$350 billion over the next few years expanding its chip plant in southern Taiwan, Chairman Morris Chang said Monday. (published 0256 GMT)"
2012-04-09,Dow Jones International News,News Highlights: Top Equities Stories Of The Day,"TaiwanSemiconductorManufacturing Co. will spend more than NT$350 billion over the next few years expanding its chip plant in southern Taiwan, Chairman Morris Chang said Monday. (published 0256 GMT)"
2012-04-10,Commodity Online,Silver prices set to remain volatile: Barclays,while silver powder and jewelry imports recovered but are still down for the YTD Barclays continued. Meanwhile even though semiconductor sales hit a record in 2011 year on year growth was only 0.4% and sales started to slow toward the end of last year with
2012-04-10,Dow Jones News Service,CANADA TIP SHEET: Manulife Global Focused Fund's Deep-Value Plays,--Says semiconductor cycle starting to turn
2012-04-11,Electronics Newsweekly,"GigOptix, Inc. GigOptix Announces Launch of Modified Dutch Auction Tender Offer to Purchase up to $2.0 Million of Its Common Stock","2012 APR 11 - (VerticalNews.com) -- GigOptix, Inc . (OTCQX:GGOX) ("" GigOptix""), a leading fabless supplier of semiconductor and optical components that enable high speed information streaming, announced the launch of a modified ""Dutch auction"" tender offer"
2012-04-11,Phoenix Business Journal Online,Arizona entrepreneurs need a thicker skin,"The semi-finalists for the Arizona Innovation Challenge were recently announced. I know at least two of the companies, AgaveSemiconductorand MedApps, and I know how hard they have worked to get to this point. I can only assume the other companies worked just"
